FeatureID,calc_mw,mz,rt
4.66_231.17012_RP,230.16284,231.17012,4.66
5.629_542.29314_RP,541.28587,542.29314,5.629
1.072_369.12413_RP,368.11685,369.12413,1.072
1.343_225.1093_RP,224.10208,225.1093,1.343
1.529_296.13372_RP,295.12644,296.13372,1.529
1.477_208.11776_RP,207.11048,208.11776,1.477
6.95_180.08786_RP,179.08059,180.08786,6.95
10.716_302.05_RP,301.04272,302.05,10.716
1.56_227.10245_RP,226.09515,227.10245,1.56
15.19_214.17997_RP,213.17269,214.17997,15.19
0.978_230.96609_RP,229.95873,230.96609,0.978
5.681_236.11269_RP,235.10541,236.11269,5.681
6.704_241.01834_RP,240.01107,241.01834,6.704
8.353_312.13004_RP,311.12277,312.13004,8.353
1.305_204.08644_RP,203.07916,204.08644,1.305
1.302_261.03667_RP,260.02939,261.03667,1.302
1.487_141.06575_RP,140.05847,141.06575,1.487
1.639_287.24399_RP,286.23671,287.24399,1.639
3.378_115.05596_RP,114.04868,115.05596,3.378
1.081_329.00957_RP,328.0023,329.00957,1.081
1.932_260.12395_RP,259.11667,260.12395,1.932
1.082_652.97261_RP,651.96533,652.97261,1.082
1.342_360.14979_RP,359.14251,360.14979,1.342
1.165_146.08104_RP,145.07378,146.08104,1.165
7.801_227.10243_RP,226.09516,227.10243,7.801
8.894_342.20219_RP,341.19491,342.20219,8.894
7.293_496.23993_RP,495.23265,496.23993,7.293
1.361_242.06907_RP,241.06179,242.06907,1.361
1.547_85.02836_RP,84.02109,85.02836,1.547
6.617_631.26793_RP,630.26065,631.26793,6.617
0.978_87.99346_RP,86.98618,87.99346,0.978
7.96_428.16771_RP,427.16044,428.16771,7.96
2.568_277.13932_RP,276.13205,277.13932,2.568
1.56_277.10274_RP,276.09546,277.10274,1.56
1.498_210.07924_RP,209.07196,210.07924,1.498
8.618_341.97557_RP,340.96829,341.97557,8.618
7.214_199.10752_RP,198.10024,199.10752,7.214
8.196_286.1395_RP,285.13222,286.1395,8.196
2.961_358.17195_RP,357.16467,358.17195,2.961
1.517_161.09196_RP,160.08469,161.09196,1.517
4.172_219.07958_RP,218.0723,219.07958,4.172
1.163_276.1664_RP,275.15913,276.1664,1.163
1.294_470.01689_RP,469.00961,470.01689,1.294
6.027_247.12865_RP,246.12138,247.12865,6.027
1.212_437.97812_RP,436.97084,437.97812,1.212
3.199_201.12322_RP,200.11594,201.12322,3.199
1.543_384.14976_RP,383.14248,384.14976,1.543
1.832_176.10285_RP,175.09557,176.10285,1.832
6.893_310.17592_RP,309.16864,310.17592,6.893
4.142_206.04799_RP,205.04071,206.04799,4.142
1.13_387.00531_RP,364.0159,387.00531,1.13
2.438_171.07635_RP,170.06908,171.07635,2.438
0.977_147.01375_RP,146.00646,147.01375,0.977
1.343_308.09737_RP,307.0901,308.09737,1.343
4.482_191.05489_RP,190.04761,191.05489,4.482
0.976_286.95833_RP,285.95106,286.95833,0.976
2.5_166.05315_RP,165.04587,166.05315,2.5
2.384_301.15045_RP,300.14317,301.15045,2.384
2.686_299.13483_RP,298.12758,299.13483,2.686
1.557_204.1229_RP,203.11562,204.1229,1.557
8.833_313.06602_RP,312.05874,313.06602,8.833
1.386_210.06063_RP,209.05336,210.06063,1.386
1.38_249.10788_RP,248.1006,249.10788,1.38
12.779_354.18015_RP,353.17287,354.18015,12.779
2.127_217.06805_RP,216.06078,217.06805,2.127
6.474_217.11808_RP,216.11081,217.11808,6.474
0.978_328.89773_RP,327.89045,328.89773,0.978
1.162_285.11911_RP,284.11183,285.11911,1.162
8.669_223.10754_RP,222.10026,223.10754,8.669
3.374_344.20845_RP,326.17464,344.20845,3.374
20.665_299.2577_RP,298.25043,299.2577,20.665
17.381_586.14447_RP,585.1372,586.14447,17.381
7.894_432.20873_RP,431.20146,432.20873,7.894
3.943_227.00279_RP,225.99552,227.00279,3.943
1.251_221.07662_RP,220.06934,221.07662,1.251
4.658_231.14499_RP,230.13771,231.14499,4.658
6.402_203.00063_RP,201.99335,203.00063,6.402
5.91_185.09191_RP,184.08464,185.09191,5.91
2.164_133.06066_RP,132.05339,133.06066,2.164
1.273_422.10549_RP,421.09821,422.10549,1.273
3.028_190.10727_RP,189.09999,190.10727,3.028
13.929_295.08568_RP,294.0784,295.08568,13.929
1.074_171.05288_RP,170.04559,171.05288,1.074
1.311_201.9836_RP,200.97632,201.9836,1.311
1.047_288.15518_RP,287.1479,288.15518,1.047
7.117_484.23999_RP,483.23272,484.23999,7.117
0.977_120.0196_RP,119.01233,120.0196,0.977
1.528_584.08855_RP,583.08127,584.08855,1.528
7.671_199.10752_RP,198.10024,199.10752,7.671
0.977_218.94803_RP,217.94083,218.94803,0.977
2.576_324.05908_RP,323.0518,324.05908,2.576
1.177_405.12657_RP,404.11929,405.12657,1.177
7.301_168.09281_RP,167.08553,168.09281,7.301
1.367_270.10037_RP,269.09309,270.10037,1.367
1.392_263.08715_RP,262.07987,263.08715,1.392
1.088_411.01237_RP,410.00509,411.01237,1.088
6.532_138.04272_RP,137.03544,138.04272,6.532
3.401_84.04437_RP,83.03709,84.04437,3.401
1.991_220.11777_RP,219.11049,220.11777,1.991
9.064_400.17294_RP,399.16567,400.17294,9.064
6.362_153.06576_RP,152.05849,153.06576,6.362
1.56_112.07555_RP,111.06826,112.07555,1.56
1.356_273.1079_RP,272.10063,273.1079,1.356
2.494_104.05276_RP,103.04548,104.05276,2.494
1.06_84.08074_RP,83.07347,84.08074,1.06
5.343_166.07226_RP,165.06498,166.07226,5.343
1.17_176.0916_RP,175.08432,176.0916,1.17
1.558_187.1076_RP,186.10032,187.1076,1.558
6.798_527.24573_RP,526.23846,527.24573,6.798
1.338_238.97923_RP,237.97195,238.97923,1.338
1.029_544.23478_RP,543.22751,544.23478,1.029
1.137_262.13956_RP,261.13228,262.13956,1.137
6.057_276.14395_RP,275.13667,276.14395,6.057
0.976_146.02974_RP,127.99591,146.02974,0.976
3.374_206.99486_RP,205.98758,206.99486,3.374
1.535_357.24939_RP,356.24211,357.24939,1.535
2.098_173.0668_RP,172.05952,173.0668,2.098
6.534_395.06736_RP,394.06008,395.06736,6.534
6.075_185.09192_RP,184.08465,185.09192,6.075
1.171_247.13977_RP,246.1325,247.13977,1.171
6.533_423.06229_RP,422.05508,423.06229,6.533
1.971_428.03649_RP,427.02921,428.03649,1.971
15.479_460.18051_RP,459.17323,460.18051,15.479
10.333_338.08687_RP,337.07959,338.08687,10.333
1.024_382.18185_RP,381.17457,382.18185,1.024
1.528_194.04797_RP,193.04069,194.04797,1.528
12.079_251.1025_RP,250.09522,251.1025,12.079
1.212_751.09447_RP,750.0872,751.09447,1.212
3.309_138.04271_RP,137.03544,138.04271,3.309
6.059_245.16059_RP,244.15331,245.16059,6.059
3.885_282.1195_RP,281.11222,282.1195,3.885
7.486_283.10347_RP,282.09619,283.10347,7.486
7.66_298.11439_RP,297.10711,298.11439,7.66
3.494_147.07633_RP,146.06906,147.07633,3.494
9.539_296.13508_RP,295.1278,296.13508,9.539
2.628_211.07121_RP,210.0639,211.07121,2.628
3.825_259.12869_RP,258.12142,259.12869,3.825
1.177_262.13948_RP,261.1322,262.13948,1.177
1.371_133.04941_RP,132.04214,133.04941,1.371
1.535_352.08065_RP,351.07337,352.08065,1.535
1.236_202.07082_RP,201.06354,202.07082,1.236
3.393_317.14544_RP,316.13815,317.14544,3.393
14.676_317.18924_RP,316.18197,317.18924,14.676
8.619_343.95489_RP,342.94761,343.95489,8.619
2.476_201.08684_RP,200.07956,201.08684,2.476
6.55_424.09402_RP,423.08674,424.09402,6.55
1.246_309.129_RP,308.12172,309.129,1.246
1.346_204.12284_RP,203.11557,204.12284,1.346
1.558_198.07589_RP,197.06862,198.07589,1.558
3.072_274.13961_RP,273.13233,274.13961,3.072
1.542_638.19576_RP,637.18849,638.19576,1.542
4.536_147.07629_RP,146.06902,147.07629,4.536
1.145_318.12942_RP,317.12214,318.12942,1.145
1.363_206.06572_RP,205.05844,206.06572,1.363
1.546_245.08261_RP,244.07533,245.08261,1.546
1.351_246.10826_RP,245.10099,246.10826,1.351
1.797_187.10761_RP,186.10033,187.10761,1.797
1.116_936.72693_RP,935.71965,936.72693,1.116
1.562_359.15588_RP,358.1486,359.15588,1.562
6.406_354.97989_RP,353.97261,354.97989,6.406
1.442_247.09224_RP,246.08497,247.09224,1.442
6.039_261.05376_RP,260.04648,261.05376,6.039
1.487_174.11233_RP,173.10505,174.11233,1.487
1.245_370.88054_RP,331.91739,370.88054,1.245
1.176_389.16643_RP,388.15916,389.16643,1.176
1.156_120.10177_RP,119.09449,120.10177,1.156
1.119_84.9112_RP,83.90392,84.9112,1.119
1.501_345.1055_RP,344.09822,345.1055,1.501
6.299_316.12483_RP,315.11755,316.12483,6.299
1.911_255.09737_RP,254.0901,255.09737,1.911
3.5_87.04404_RP,86.03677,87.04404,3.5
4.127_175.10759_RP,174.10031,175.10759,4.127
1.593_186.07592_RP,185.06865,186.07592,1.593
2.437_204.09772_RP,203.09045,204.09772,2.437
0.976_132.01407_RP,113.98024,132.01407,0.976
6.324_424.21874_RP,423.21146,424.21874,6.324
1.45_191.10251_RP,190.09523,191.10251,1.45
1.293_201.08672_RP,200.07947,201.08672,1.293
6.59_414.19806_RP,413.19078,414.19806,6.59
1.203_270.99256_RP,269.98529,270.99256,1.203
7.666_281.10646_RP,280.09918,281.10646,7.666
1.547_549.09256_RP,548.08529,549.09256,1.547
1.557_266.12314_RP,265.11586,266.12314,1.557
8.201_398.1411_RP,397.13382,398.1411,8.201
7.304_188.06804_RP,187.06077,188.06804,7.304
1.171_288.03031_RP,287.02303,288.03031,1.171
1.166_309.20178_RP,308.1945,309.20178,1.166
1.055_627.20048_RP,626.19321,627.20048,1.055
2.667_177.08691_RP,176.07963,177.08691,2.667
17.957_273.20568_RP,272.1984,273.20568,17.957
3.142_187.07121_RP,186.06393,187.07121,3.142
3.045_176.05525_RP,175.04797,176.05525,3.045
2.713_206.06579_RP,205.05852,206.06579,2.713
1.142_204.08648_RP,203.0792,204.08648,1.142
1.513_172.07152_RP,171.06425,172.07152,1.513
0.977_330.93083_RP,329.92355,330.93083,0.977
1.43_264.14303_RP,263.13576,264.14303,1.43
1.374_249.07149_RP,248.06422,249.07149,1.374
7.881_311.12356_RP,310.11629,311.12356,7.881
1.324_262.10312_RP,261.09585,262.10312,1.324
1.406_292.11344_RP,291.10616,292.11344,1.406
0.978_442.87804_RP,441.87076,442.87804,0.978
1.564_345.21298_RP,344.20571,345.21298,1.564
7.258_247.12866_RP,246.12138,247.12866,7.258
8.333_216.12286_RP,215.11558,216.12286,8.333
1.562_217.11809_RP,216.11082,217.11809,1.562
1.049_234.14464_RP,233.13736,234.14464,1.049
6.401_591.95355_RP,590.94627,591.95355,6.401
5.748_253.02963_RP,252.02235,253.02963,5.748
1.147_145.09706_RP,127.06321,145.09706,1.147
6.297_611.143_RP,610.13572,611.143,6.297
1.231_255.04527_RP,254.03799,255.04527,1.231
8.216_419.13813_RP,418.13086,419.13813,8.216
6.979_258.14459_RP,257.13732,258.14459,6.979
0.977_302.93588_RP,301.92861,302.93588,0.977
6.817_172.09673_RP,171.08946,172.09673,6.817
7.822_229.15443_RP,228.14716,229.15443,7.822
6.757_413.20275_RP,412.19548,413.20275,6.757
2.721_116.07052_RP,115.06324,116.07052,2.721
2.107_288.11879_RP,287.11153,288.11879,2.107
4.786_205.06395_RP,204.05667,205.06395,4.786
6.533_613.11102_RP,612.10374,613.11102,6.533
2.381_245.98239_RP,244.97511,245.98239,2.381
7.2_625.294_RP,624.28672,625.294,7.2
7.021_573.25128_RP,572.24401,573.25128,7.021
3.213_362.10804_RP,361.10077,362.10804,3.213
3.853_181.02601_RP,180.01873,181.02601,3.853
1.198_163.05997_RP,162.05267,163.05997,1.198
3.636_158.09233_RP,157.08505,158.09233,3.636
14.164_301.11806_RP,300.11078,301.11806,14.164
1.308_280.99522_RP,279.98794,280.99522,1.308
14.131_282.11143_RP,281.10415,282.11143,14.131
2.221_130.09739_RP,129.09011,130.09739,2.221
5.588_691.08091_RP,690.07364,691.08091,5.588
3.556_331.16109_RP,330.15381,331.16109,3.556
2.38_203.00281_RP,201.99553,203.00281,2.38
8.055_173.12821_RP,155.09442,173.12821,8.055
6.119_113.03442_RP,112.02714,113.03442,6.119
0.974_128.01914_RP,127.01186,128.01914,0.974
1.055_372.26025_RP,371.25297,372.26025,1.055
1.337_228.12228_RP,227.11482,228.12228,1.337
1.369_120.06537_RP,119.0581,120.06537,1.369
8.708_178.13371_RP,177.12644,178.13371,8.708
1.05_251.15996_RP,250.15268,251.15996,1.05
1.322_276.19145_RP,275.18417,276.19145,1.322
1.323_448.97194_RP,447.96466,448.97194,1.323
2.056_181.0528_RP,180.04552,181.0528,2.056
6.339_339.05862_RP,338.05134,339.05862,6.339
1.557_248.11263_RP,247.10535,248.11263,1.557
1.541_192.0865_RP,191.07923,192.0865,1.541
3.542_290.13451_RP,289.12723,290.13451,3.542
1.012_215.08749_RP,214.08021,215.08749,1.012
2.75_131.0338_RP,130.02652,131.0338,2.75
0.977_398.9056_RP,397.89833,398.9056,0.977
6.645_620.17874_RP,619.17147,620.17874,6.645
8.599_128.10685_RP,110.07302,128.10685,8.599
1.556_259.13985_RP,241.10602,259.13985,1.556
6.402_358.95449_RP,357.94721,358.95449,6.402
10.826_340.10245_RP,339.09518,340.10245,10.826
7.353_195.12293_RP,194.11561,195.12293,7.353
2.195_233.11303_RP,232.10575,233.11303,2.195
1.132_249.09557_RP,248.08828,249.09557,1.132
1.426_249.15549_RP,248.14821,249.15549,1.426
1.386_302.06331_RP,301.05603,302.06331,1.386
6.544_362.08579_RP,361.07851,362.08579,6.544
6.079_174.12357_RP,173.1163,174.12357,6.079
1.392_137.04432_RP,136.03706,137.04432,1.392
3.077_307.03237_RP,306.02515,307.03237,3.077
1.125_295.14983_RP,294.14255,295.14983,1.125
1.38_116.04535_RP,115.03807,116.04535,1.38
1.714_261.10797_RP,260.10069,261.10797,1.714
1.515_273.11919_RP,272.11192,273.11919,1.515
1.478_246.10819_RP,245.10091,246.10819,1.478
1.496_168.08652_RP,167.07924,168.08652,1.496
7.636_574.12898_RP,573.1217,574.12898,7.636
5.05_262.03784_RP,261.03056,262.03784,5.05
6.866_133.08581_RP,132.07854,133.08581,6.866
13.934_444.14927_RP,443.14199,444.14927,13.934
3.131_259.12871_RP,258.12143,259.12871,3.131
1.391_350.15557_RP,349.14829,350.15557,1.391
1.201_279.98739_RP,278.98011,279.98739,1.201
9.391_261.14429_RP,260.13701,261.14429,9.391
4.28_363.15484_RP,362.14757,363.15484,4.28
6.18_195.07622_RP,194.06895,195.07622,6.18
1.017_220.12905_RP,219.12177,220.12905,1.017
2.382_217.01842_RP,216.01114,217.01842,2.382
1.277_446.1588_RP,445.15152,446.1588,1.277
2.638_361.18287_RP,360.1756,361.18287,2.638
1.343_260.05277_RP,242.01893,260.05277,1.343
1.332_210.09699_RP,209.08971,210.09699,1.332
1.44_266.12322_RP,265.11594,266.12322,1.44
4.747_353.04567_RP,352.0384,353.04567,4.747
5.767_212.10283_RP,194.069,212.10283,5.767
4.052_166.07226_RP,165.06498,166.07226,4.052
1.354_254.06908_RP,253.06181,254.06908,1.354
2.881_228.14535_RP,227.13808,228.14535,2.881
1.02_274.13959_RP,273.13231,274.13959,1.02
3.378_220.12255_RP,219.11527,220.12255,3.378
1.387_340.08073_RP,339.07345,340.08073,1.387
1.175_220.09263_RP,219.08534,220.09263,1.175
1.114_106.94928_RP,105.94201,106.94928,1.114
1.555_233.1129_RP,232.10562,233.1129,1.555
1.362_224.96361_RP,223.95633,224.96361,1.362
5.586_484.11635_RP,483.10907,484.11635,5.586
1.385_242.12459_RP,241.11828,242.12459,1.385
1.546_97.0283_RP,96.021,97.0283,1.546
2.382_192.96401_RP,191.95673,192.96401,2.382
1.392_198.12352_RP,197.11624,198.12352,1.392
1.412_221.11297_RP,220.1057,221.11297,1.412
6.501_651.09566_RP,650.08839,651.09566,6.501
0.977_284.92528_RP,283.918,284.92528,0.977
14.729_282.16976_RP,281.16248,282.16976,14.729
3.951_231.14506_RP,230.13778,231.14506,3.951
6.106_455.08983_RP,454.08255,455.08983,6.106
1.719_243.09739_RP,242.0901,243.09739,1.719
8.834_345.09227_RP,344.08499,345.09227,8.834
1.349_336.15118_RP,335.1439,336.15118,1.349
1.248_242.0422_RP,203.07912,242.0422,1.248
2.798_231.09739_RP,230.09011,231.09739,2.798
4.788_276.07116_RP,275.06388,276.07116,4.788
1.565_220.11772_RP,219.11045,220.11772,1.565
6.816_176.12798_RP,175.12071,176.12798,6.816
6.476_136.0616_RP,135.05432,136.0616,6.476
2.381_250.12829_RP,249.12101,250.12829,2.381
2.434_239.01402_RP,238.00674,239.01402,2.434
4.731_265.08508_RP,264.0778,265.08508,4.731
7.748_310.12832_RP,309.12104,310.12832,7.748
1.973_187.10764_RP,186.10037,187.10764,1.973
3.642_262.12835_RP,261.12107,262.12835,3.642
1.5_194.06574_RP,193.05846,194.06574,1.5
4.746_367.02491_RP,366.01763,367.02491,4.746
1.204_280.9952_RP,279.9879,280.9952,1.204
5.732_201.08679_RP,200.07952,201.08679,5.732
6.703_184.09669_RP,183.08941,184.09669,6.703
2.151_173.05553_RP,172.04827,173.05553,2.151
7.218_383.19234_RP,382.18506,383.19234,7.218
6.4_414.19812_RP,413.19084,414.19812,6.4
1.245_290.91427_RP,251.95113,290.91427,1.245
6.541_660.14827_RP,659.14099,660.14827,6.541
1.29_519.09301_RP,518.08573,519.09301,1.29
2.785_456.03917_RP,455.0319,456.03917,2.785
4.548_574.09437_RP,573.0871,574.09437,4.548
3.078_175.10761_RP,174.10033,175.10761,3.078
1.392_154.07088_RP,153.0636,154.07088,1.392
0.977_131.01882_RP,130.01155,131.01882,0.977
3.018_183.07633_RP,182.06905,183.07633,3.018
3.375_261.11138_RP,260.10411,261.11138,3.375
3.254_208.06366_RP,207.05638,208.06366,3.254
1.563_173.11011_RP,172.10284,173.11011,1.563
6.177_612.07344_RP,611.06617,612.07344,6.177
1.547_198.12349_RP,197.11622,198.12349,1.547
3.374_255.15963_RP,254.15235,255.15963,3.374
1.499_69.03346_RP,68.02618,69.03346,1.499
3.636_206.13859_RP,205.13131,206.13859,3.636
3.773_189.12327_RP,188.116,189.12327,3.773
1.171_204.99041_RP,203.98313,204.99041,1.171
1.05_239.05038_RP,238.0431,239.05038,1.05
1.526_610.97842_RP,609.97114,610.97842,1.526
2.955_247.12866_RP,246.12138,247.12866,2.955
1.063_487.21315_RP,486.20586,487.21315,1.063
1.543_204.04353_RP,203.03625,204.04353,1.543
7.624_243.09736_RP,242.09009,243.09736,7.624
2.111_167.09266_RP,166.08538,167.09266,2.111
5.896_221.09188_RP,220.0846,221.09188,5.896
1.739_194.04799_RP,193.04072,194.04799,1.739
5.674_313.13918_RP,312.1319,313.13918,5.674
2.629_155.08143_RP,154.07416,155.08143,2.629
5.957_112.05041_RP,111.04313,112.05041,5.957
1.495_384.1498_RP,383.14248,384.1498,1.495
7.338_285.08272_RP,284.07544,285.08272,7.338
2.168_162.11238_RP,161.1051,162.11238,2.168
1.164_86.05999_RP,85.05268,86.05999,1.164
1.154_351.21242_RP,350.20475,351.21242,1.154
1.451_482.19776_RP,481.19049,482.19776,1.451
1.161_469.20241_RP,468.19512,469.20241,1.161
1.076_437.11154_RP,436.10424,437.11154,1.076
1.052_218.14971_RP,217.14243,218.14971,1.052
7.599_181.09699_RP,180.08972,181.09699,7.599
1.171_337.1967_RP,336.18942,337.1967,1.171
1.207_358.99659_RP,357.98932,358.99659,1.207
6.532_615.09058_RP,614.0833,615.09058,6.532
7.663_438.18683_RP,437.17955,438.18683,7.663
1.054_341.12966_RP,340.12238,341.12966,1.054
1.389_276.11878_RP,275.11151,276.11878,1.389
3.4_256.02933_RP,255.02205,256.02933,3.4
1.556_228.09767_RP,227.09038,228.09767,1.556
8.832_130.065_RP,129.05772,130.065,8.832
3.236_218.11337_RP,217.1061,218.11337,3.236
6.318_294.10028_RP,293.093,294.10028,6.318
9.894_314.18078_RP,313.17351,314.18078,9.894
1.171_212.99834_RP,211.99105,212.99834,1.171
1.38_196.06027_RP,195.05299,196.06027,1.38
6.213_206.04799_RP,205.04072,206.04799,6.213
4.746_489.14604_RP,488.13876,489.14604,4.746
4.729_260.16033_RP,259.15305,260.16033,4.729
1.078_505.09894_RP,504.09167,505.09894,1.078
2.668_218.11339_RP,217.10611,218.11339,2.668
2.092_305.14539_RP,304.13812,305.14539,2.092
6.335_616.25715_RP,615.24988,616.25715,6.335
4.789_194.04459_RP,193.03731,194.04459,4.789
0.975_68.98212_RP,67.97484,68.98212,0.975
1.077_411.03343_RP,410.02615,411.03343,1.077
6.998_194.12854_RP,193.12126,194.12854,6.998
1.552_360.14983_RP,359.14258,360.14983,1.552
6.854_499.11614_RP,498.10886,499.11614,6.854
3.036_121.04944_RP,120.04217,121.04944,3.036
3.325_291.08211_RP,290.07483,291.08211,3.325
1.37_294.12936_RP,293.12208,294.12936,1.37
1.545_487.16547_RP,486.15822,487.16547,1.545
3.53_248.1491_RP,247.14183,248.1491,3.53
1.203_403.05495_RP,402.04767,403.05495,1.203
1.515_288.101_RP,287.09373,288.101,1.515
4.089_218.11337_RP,200.07955,218.11337,4.089
4.535_456.21795_RP,455.21067,456.21795,4.535
1.548_546.20259_RP,545.19529,546.20259,1.548
3.108_432.21983_RP,431.21256,432.21983,3.108
1.256_198.12349_RP,197.11621,198.12349,1.256
9.474_162.05482_RP,161.04754,162.05482,9.474
3.312_263.02523_RP,262.01795,263.02523,3.312
8.019_210.07592_RP,209.06865,210.07592,8.019
3.51_153.04061_RP,152.03334,153.04061,3.51
2.171_74.02365_RP,73.01637,74.02365,2.171
1.339_220.96866_RP,219.96139,220.96866,1.339
7.302_304.08603_RP,303.07875,304.08603,7.302
4.79_212.05514_RP,211.04786,212.05514,4.79
1.34_450.12722_RP,449.11994,450.12722,1.34
2.382_234.98975_RP,233.98247,234.98975,2.382
2.883_189.12324_RP,188.11596,189.12324,2.883
1.174_149.05552_RP,148.04824,149.05552,1.174
2.38_242.99764_RP,241.99036,242.99764,2.38
1.067_375.1588_RP,352.16961,375.1588,1.067
4.798_398.01939_RP,397.01211,398.01939,4.798
1.298_295.11341_RP,294.10613,295.11341,1.298
1.174_245.02461_RP,226.99075,245.02461,1.174
1.354_266.12325_RP,265.11597,266.12325,1.354
5.682_398.16542_RP,397.15816,398.16542,5.682
1.498_290.08682_RP,289.07954,290.08682,1.498
1.534_174.0508_RP,156.01697,174.0508,1.534
1.384_220.08135_RP,219.07408,220.08135,1.384
1.4_187.07117_RP,186.06389,187.07117,1.4
1.558_201.08678_RP,200.07946,201.08678,1.558
6.403_357.97849_RP,356.97122,357.97849,6.403
1.512_538.08304_RP,537.07577,538.08304,1.512
1.548_652.00495_RP,650.99767,652.00495,1.548
6.84_229.12933_RP,228.12205,229.12933,6.84
0.972_212.93579_RP,211.92852,212.93579,0.972
1.203_414.04523_RP,413.03795,414.04523,1.203
1.398_246.0905_RP,245.08322,246.0905,1.398
0.977_248.97664_RP,247.96936,248.97664,0.977
4.31_233.11298_RP,232.10571,233.11298,4.31
6.849_431.1406_RP,430.13332,431.1406,6.849
1.068_170.0981_RP,169.09082,170.0981,1.068
6.282_294.10028_RP,293.09301,294.10028,6.282
4.373_556.13759_RP,555.13032,556.13759,4.373
6.06_330.09471_RP,329.08743,330.09471,6.06
6.312_546.25158_RP,545.24431,546.25158,6.312
0.977_214.98854_RP,213.98127,214.98854,0.977
1.169_230.01363_RP,229.00635,230.01363,1.169
2.324_153.05361_RP,152.04634,153.05361,2.324
1.399_280.10247_RP,279.09519,280.10247,1.399
6.454_300.08409_RP,299.07681,300.08409,6.454
1.582_274.09195_RP,273.08468,274.09195,1.582
1.534_503.03772_RP,502.03044,503.03772,1.534
4.737_176.12801_RP,175.12073,176.12801,4.737
5.993_372.14158_RP,371.13431,372.14158,5.993
2.379_233.98194_RP,232.97466,233.98194,2.379
1.599_610.97854_RP,609.97126,610.97854,1.599
2.96_286.15073_RP,285.14346,286.15073,2.96
0.977_348.94135_RP,347.93411,348.94135,0.977
1.359_394.11054_RP,393.10326,394.11054,1.359
6.534_407.08775_RP,406.08048,407.08775,6.534
1.298_325.1127_RP,324.10544,325.1127,1.298
1.38_114.05484_RP,113.04756,114.05484,1.38
0.975_102.00908_RP,101.0018,102.00908,0.975
1.93_227.1025_RP,226.09523,227.1025,1.93
1.051_450.2079_RP,449.20062,450.2079,1.051
1.648_246.09046_RP,245.08318,246.09046,1.648
1.463_378.07109_RP,377.06381,378.07109,1.463
1.534_352.06293_RP,351.05566,352.06293,1.534
1.181_257.02452_RP,256.01723,257.02452,1.181
3.711_153.06578_RP,152.05851,153.06578,3.711
1.062_100.07559_RP,99.06831,100.07559,1.062
4.533_232.02643_RP,231.01916,232.02643,4.533
1.792_174.11237_RP,173.10509,174.11237,1.792
1.056_298.18718_RP,297.17991,298.18718,1.056
5.578_241.1545_RP,240.14723,241.1545,5.578
0.976_400.93863_RP,399.93136,400.93863,0.976
3.619_304.15015_RP,303.14287,304.15015,3.619
6.065_261.14426_RP,260.13698,261.14426,6.065
9.799_147.06512_RP,146.05783,147.06512,9.799
5.536_129.06574_RP,128.05846,129.06574,5.536
1.395_230.11332_RP,229.10605,230.11332,1.395
1.246_272.90364_RP,233.94051,272.90364,1.246
1.181_228.0139_RP,227.00622,228.0139,1.181
1.858_212.10282_RP,211.09554,212.10282,1.858
1.233_309.00746_RP,308.00018,309.00746,1.233
3.992_258.10825_RP,257.10098,258.10825,3.992
4.482_173.0443_RP,172.03703,173.0443,4.482
6.919_456.20859_RP,455.20131,456.20859,6.919
1.304_320.99613_RP,319.98885,320.99613,1.304
2.264_86.09639_RP,85.08911,86.09639,2.264
2.801_136.06163_RP,135.05435,136.06163,2.801
5.265_230.18614_RP,229.17886,230.18614,5.265
1.376_144.06538_RP,143.05811,144.06538,1.376
1.301_403.05499_RP,402.04771,403.05499,1.301
0.977_268.94776_RP,267.94048,268.94776,0.977
3.315_183.05114_RP,182.04387,183.05114,3.315
1.362_176.06643_RP,175.05916,176.06643,1.362
1.376_117.10212_RP,116.09484,117.10212,1.376
4.745_339.03_RP,338.02273,339.03,4.745
1.171_206.99084_RP,205.98356,206.99084,1.171
1.565_258.14463_RP,257.13735,258.14463,1.565
4.458_247.12864_RP,246.12137,247.12864,4.458
5.588_657.07541_RP,656.06813,657.07541,5.588
1.542_179.04834_RP,161.01452,179.04834,1.542
1.562_238.03771_RP,237.03043,238.03771,1.562
3.108_218.11342_RP,217.10614,218.11342,3.108
1.708_131.11778_RP,130.11051,131.11778,1.708
1.455_250.09191_RP,249.08463,250.09191,1.455
6.474_253.10614_RP,252.09886,253.10614,6.474
0.976_165.02432_RP,164.01703,165.02432,0.976
1.135_283.05141_RP,282.04415,283.05141,1.135
0.976_354.91113_RP,353.90385,354.91113,0.976
1.65_229.08779_RP,228.08052,229.08779,1.65
1.554_315.20239_RP,314.19511,315.20239,1.554
1.977_245.11303_RP,244.10576,245.11303,1.977
6.117_278.12459_RP,277.11731,278.12459,6.117
1.746_173.09196_RP,172.08468,173.09196,1.746
6.297_374.07755_RP,373.07027,374.07755,6.297
2.233_156.07668_RP,155.0694,156.07668,2.233
1.334_219.0973_RP,201.06348,219.0973,1.334
1.56_263.12344_RP,262.11626,263.12344,1.56
2.369_230.11342_RP,229.10614,230.11342,2.369
2.298_256.0814_RP,255.07413,256.0814,2.298
1.562_292.18641_RP,291.17914,292.18641,1.562
4.792_258.06059_RP,257.05332,258.06059,4.792
2.97_171.07632_RP,153.04249,171.07632,2.97
0.976_236.95858_RP,235.95144,236.95858,0.976
