FeatureID,calc_mw,mz,rt
4.867_219.07965_RP,218.07237,219.07965,4.867
3.944_226.00664_RP,224.99937,226.00664,3.944
2.302_343.00951_RP,342.00223,343.00951,2.302
3.944_334.93547_RP,333.92819,334.93547,3.944
2.697_846.3081_RP,845.30082,846.3081,2.697
0.977_351.88192_RP,350.87465,351.88192,0.977
0.977_156.0141_RP,155.00681,156.0141,0.977
1.055_379.07968_RP,378.07241,379.07968,1.055
2.382_241.00235_RP,239.99508,241.00235,2.382
1.599_608.98334_RP,607.97606,608.98334,1.599
2.565_846.30837_RP,845.3011,846.30837,2.565
2.434_237.01872_RP,236.01146,237.01872,2.434
1.858_439.2184_RP,438.21113,439.2184,1.858
1.737_527.15814_RP,526.15086,527.15814,1.737
2.294_217.10689_RP,216.09961,217.10689,2.294
1.415_186.12358_RP,185.1163,186.12358,1.415
5.216_219.01611_RP,218.00884,219.01611,5.216
2.381_238.98556_RP,237.97829,238.98556,2.381
4.806_375.99599_RP,374.98871,375.99599,4.806
1.751_684.03127_RP,683.02399,684.03127,1.751
2.384_349.93422_RP,348.92695,349.93422,2.384
1.335_218.97345_RP,217.96617,218.97345,1.335
1.057_253.05002_RP,252.04276,253.05002,1.057
0.974_115.9883_RP,114.98109,115.9883,0.974
0.973_234.94126_RP,233.93399,234.94126,0.973
2.494_251.98328_RP,250.97601,251.98328,2.494
2.285_288.0996_RP,287.09232,288.0996,2.285
2.238_711.14511_RP,710.13783,711.14511,2.238
1.842_322.96955_RP,321.96227,322.96955,1.842
1.616_428.17585_RP,427.16857,428.17585,1.616
1.803_202.08209_RP,201.07482,202.08209,1.803
4.747_356.9964_RP,355.98912,356.9964,4.747
3.399_273.99546_RP,272.98818,273.99546,3.399
0.98_206.92166_RP,205.91438,206.92166,0.98
4.745_551.0733_RP,550.06602,551.0733,4.745
2.384_279.9874_RP,278.98012,279.9874,2.384
7.518_187.1261_RP,186.11882,187.1261,7.518
1.38_265.02483_RP,264.01755,265.02483,1.38
1.049_245.06105_RP,244.05377,245.06105,1.049
3.319_289.02479_RP,288.01751,289.02479,3.319
2.494_74.02362_RP,73.01635,74.02362,2.494
2.183_166.08616_RP,165.07888,166.08616,2.183
2.386_243.98798_RP,242.9807,243.98798,2.386
4.747_337.03479_RP,336.02751,337.03479,4.747
0.971_263.94117_RP,262.93389,263.94117,0.971
3.37_283.19093_RP,282.18366,283.19093,3.37
5.429_163.05012_RP,162.04284,163.05012,5.429
2.377_188.98438_RP,187.9771,188.98438,2.377
2.721_307.08301_RP,306.07573,307.08301,2.721
2.382_360.93297_RP,359.92569,360.93297,2.382
2.27_212.00453_RP,210.99725,212.00453,2.27
4.802_384.00383_RP,382.99656,384.00383,4.802
3.245_183.07631_RP,182.06902,183.07631,3.245
1.837_324.9699_RP,323.96263,324.9699,1.837
0.926_236.9546_RP,235.94732,236.9546,0.926
3.406_334.00666_RP,332.99939,334.00666,3.406
1.77_278.08691_RP,277.07963,278.08691,1.77
4.277_306.06523_RP,305.05795,306.06523,4.277
1.841_246.99265_RP,245.98538,246.99265,1.841
2.321_251.98126_RP,250.97398,251.98126,2.321
1.024_265.94953_RP,264.94226,265.94953,1.024
2.382_319.97879_RP,318.97152,319.97879,2.382
1.83_209.97042_RP,208.96314,209.97042,1.83
2.828_220.08142_RP,219.07414,220.08142,2.828
